Original_Structure_Number,Field_Structure_Number,Lamp_Condition_ID,Pole_Inspection_Date
1911627E,1911627E,ON,6_23_11 10-27-05 PM
1956690E,1956690E,ON,6_23_11 10-27-05 PM
4437795E,4437795E,ON,6_23_11 10-27-05 PM
4288062E,4288062E,ON,6_23_11 10-27-05 PM
4288062E,4288062E,ON,6_23_11 10-27-05 PM
2120116E,2120116E,ON,6_23_11 10-27-05 PM
4288067E,4288067E,ON,6_23_11 10-27-05 PM
4288067E,4288067E,ON,6_23_11 10-27-05 PM
2258915E,2258915E,ON,6_23_11 10-27-05 PM
2251565E,2251565E,OFF,6_23_11 4-12-26 AM
4400691E,4400691E,ON,6_23_11 10-27-05 PM
4400691E,4400691E,ON,6_23_11 10-27-05 PM
4486636E,4486636E,ON,6_23_11 10-27-05 PM
2120114E,2120114E,ON,6_23_11 10-27-05 PM
2119294E,2119294E,CYCLING,6_23_11 4-19-35 AM
2148427E,2148427E,ON,6_23_11 10-27-05 PM
2148973E,2148973E,ON,6_23_11 10-27-05 PM
2148823E,2148823E,ON,6_23_11 10-27-05 PM
2257967E,2257967E,ON,6_23_11 10-27-05 PM
2251688E,2251688E,ON,6_23_11 10-27-05 PM
2149611E,2149611E,OFF,6_23_11 5-20-39 AM
2149611E,2149611E,ON,6_23_11 5-20-39 AM
2149278E,2149278E,ON,6_23_11 10-27-05 PM
4483249E,4483249E,ON,6_23_11 10-27-05 PM
2194749E,2194749E,ON,6_23_11 10-27-05 PM
4483247E,4483247E,ON,6_23_11 10-27-05 PM
2148822E,2148822E,ON,6_23_11 10-27-05 PM
4486630E,4486630E,ON,6_23_11 10-27-05 PM
2120102E,2120102E,ON,6_23_11 10-27-05 PM
2149604E,2149604E,ON,6_23_11 10-27-05 PM
4482953E,4482953E,ON,6_23_11 10-27-05 PM
2118448E,2118448E,ON,6_23_11 10-27-05 PM
2119902E,2119902E,ON,6_23_11 10-27-05 PM
2148821E,2148821E,ON,6_23_11 10-27-05 PM
2148831E,2148831E,ON,6_23_11 10-27-05 PM
4288060E,4288060E,ON,6_23_11 10-27-05 PM
4288060E,4288060E,ON,6_23_11 10-27-05 PM
2196498E,2196498E,ON,6_23_11 10-27-05 PM
2149210E,2149210E,ON,6_23_11 10-27-05 PM
2119925E,2119925E,ON,6_23_11 10-27-05 PM
2149216E,2149216E,ON,6_23_11 10-27-05 PM
4170243E,4170243E,ON,6_23_11 10-27-05 PM
2149298E,2149298E,ON,6_23_11 10-27-05 PM
2149067E,2149067E,ON,6_23_11 10-27-05 PM
2119297E,2119297E,ON,6_23_11 10-27-05 PM
2120119E,2120119E,ON,6_23_11 10-27-05 PM
2119700E,2119700E,ON,6_23_11 10-27-05 PM
4288070E,4288070E,ON,6_23_11 10-27-05 PM
2258007E,2258007E,ON,6_23_11 10-27-05 PM
2258535E,2258535E,ON,6_23_11 10-27-05 PM
4400687E,4400687E,ON,6_23_11 10-27-05 PM
4400687E,4400687E,ON,6_23_11 10-27-05 PM
2148829E,2148829E,ON,6_23_11 10-27-06 PM
1911639E,1911639E,ON,6_23_11 10-27-06 PM
1956695E,1956695E,ON,6_23_11 10-27-06 PM
1956694E,1956694E,ON,6_23_11 10-27-06 PM
1945464E,1945464E,ON,6_23_11 10-27-06 PM
2119057E,2119057E,ON,6_23_11 10-27-06 PM
4096493E,4096493E,ON,6_23_11 10-27-06 PM
4096493E,4096493E,ON,6_23_11 10-27-06 PM
CONV498725,CONV498725,ON,6_23_11 10-27-06 PM
2149273E,2149273E,ON,6_23_11 10-27-06 PM
4288064E,4288064E,ON,6_23_11 10-27-06 PM
2257595E,2257595E,ON,6_23_11 10-27-06 PM
2258916E,2258916E,ON,6_23_11 10-27-06 PM
2119235E,2119235E,ON,6_23_11 10-27-06 PM
4400689E,4400689E,ON,6_23_11 10-27-06 PM
4400689E,4400689E,ON,6_23_11 10-27-06 PM
2258696E,2258696E,ON,6_23_11 10-27-06 PM
4400681E,4400681E,ON,6_23_11 10-27-06 PM
1945473E,1945473E,ON,6_23_11 10-27-06 PM
2333034E,2333034E,ON,6_23_11 10-27-06 PM
1945456E,1945456E,ON,6_23_11 10-27-06 PM
2258909E,2258909E,ON,6_23_11 10-27-06 PM
1956692E,1956692E,ON,6_23_11 10-27-06 PM
1911630E,1911630E,ON,6_23_11 10-27-06 PM
2119898E,2119898E,ON,6_23_11 10-27-06 PM
2119898E,2119898E,ON,6_23_11 10-27-06 PM
2119061E,2119061E,ON,6_23_11 10-27-06 PM
2148825E,2148825E,ON,6_23_11 10-27-06 PM
2148830E,2148830E,ON,6_23_11 10-27-06 PM
2119300E,2119300E,ON,6_23_11 10-27-06 PM
2148820E,2148820E,ON,6_23_11 10-27-06 PM
2257107E,2257107E,ON,6_23_11 10-27-06 PM
2257105E,2257105E,ON,6_23_11 10-27-06 PM
2258538E,2258538E,ON,6_23_11 10-27-06 PM
4401465E,4401465E,ON,6_23_11 10-27-06 PM
2251228E,2251228E,ON,6_23_11 10-27-06 PM
1945463E,1945463E,ON,6_23_11 10-27-06 PM
1945453E,1945453E,ON,6_23_11 10-27-06 PM
2119236E,2119236E,OFF,6_23_11 3-20-05 AM
2119236E,2119236E,CYCLING,6_23_11 3-20-05 AM
2119292E,2119292E,ON,6_23_11 10-27-06 PM
2258913E,2258913E,ON,6_23_11 10-27-06 PM
1956685E,1956685E,ON,6_23_11 10-27-06 PM
2148969E,2148969E,ON,6_23_11 10-27-06 PM
2119684E,2119684E,ON,6_23_11 10-27-06 PM
2148833E,2148833E,ON,6_23_11 10-27-06 PM
4360110E,4360110E,ON,6_23_11 10-27-06 PM
4229478E,4229478E,ON,6_23_11 10-27-06 PM
2258907E,2258907E,ON,6_23_11 10-27-06 PM
4437793E,4437793E,ON,6_23_11 10-27-06 PM
2257968E,2257968E,ON,6_23_11 10-27-06 PM
2120103E,2120103E,ON,6_23_11 10-27-06 PM
2120108E,2120108E,ON,6_23_11 10-27-06 PM
2148421E,2148421E,ON,6_23_11 10-27-06 PM
2119286E,2119286E,ON,6_23_11 10-27-06 PM
4288058E,4288058E,ON,6_23_11 10-27-06 PM
4288058E,4288058E,ON,6_23_11 10-27-06 PM
4288063E,4288063E,ON,6_23_11 10-27-06 PM
2149272E,2149272E,ON,6_23_11 10-27-06 PM
2148974E,2148974E,ON,6_23_11 10-27-06 PM
2258914E,2258914E,ON,6_23_11 10-27-06 PM
2258539E,2258539E,ON,6_23_11 10-27-06 PM
2258532E,2258532E,ON,6_23_11 10-27-06 PM
2257104E,2257104E,ON,6_23_11 10-27-06 PM
4401451E,4401451E,ON,6_23_11 10-27-06 PM
2251687E,2251687E,ON,6_23_11 10-27-06 PM
2119284E,2119284E,ON,6_23_11 10-27-06 PM
2149221E,2149221E,OFF,6_23_11 4-27-01 AM
2149068E,2149068E,ON,6_23_11 10-27-06 PM
2195830E,2195830E,ON,6_23_11 10-27-07 PM
2119920E,2119920E,ON,6_23_11 10-27-07 PM
2149275E,2149275E,ON,6_23_11 10-27-07 PM
2194746E,2194746E,OFF,6_23_11 4-54-40 AM
2149268E,2149268E,ON,6_23_11 10-27-07 PM
4486628E,4486628E,ON,6_23_11 10-27-07 PM
2148126E,2148126E,ON,6_23_11 10-27-07 PM
2119179E,2119179E,ON,6_23_11 10-27-07 PM
2119899E,2119899E,ON,6_23_11 10-27-07 PM
2119899E,2119899E,ON,6_23_11 10-27-07 PM
2119060E,2119060E,ON,6_23_11 10-27-07 PM
2149660E,2149660E,ON,6_23_11 10-27-07 PM
2149147E,2149147E,ON,6_23_11 10-27-07 PM
2119122E,2119122E,ON,6_23_11 10-27-07 PM
2148108E,2148108E,ON,6_23_11 10-27-07 PM
2258540E,2258540E,ON,6_23_11 10-27-07 PM
2258534E,2258534E,ON,6_23_11 10-27-07 PM
2257594E,2257594E,ON,6_23_11 10-27-07 PM
2257111E,2257111E,ON,6_23_11 10-27-07 PM
2251560E,2251560E,ON,6_23_11 10-27-07 PM
4400684E,4400684E,ON,6_23_11 10-27-07 PM
4400700E,4400700E,ON,6_23_11 10-27-07 PM
2194745E,2194745E,ON,6_23_11 10-27-07 PM
4486626E,4486626E,ON,6_23_11 10-27-07 PM
2119904E,2119904E,ON,6_23_11 10-27-07 PM
2119901E,2119901E,ON,6_23_11 10-27-07 PM
2148968E,2148968E,ON,6_23_11 10-27-07 PM
2148828E,2148828E,OFF,6_23_11 5-05-28 AM
2119289E,2119289E,ON,6_23_11 10-27-07 PM
2149602E,2149602E,ON,6_23_11 10-27-07 PM
2120041E,2120041E,ON,6_23_11 10-27-07 PM
4268468E,4268468E,ON,6_23_11 10-27-07 PM
4153514E,4153514E,ON,6_23_11 10-27-07 PM
2149296E,2149296E,ON,6_23_11 10-27-07 PM
2148327E,2148327E,ON,6_23_11 10-27-07 PM
2196493E,2196493E,ON,6_23_11 10-27-07 PM
4482956E,4482956E,ON,6_23_11 10-27-07 PM
2196225E,2196225E,ON,6_23_11 10-27-07 PM
2119842E,2119842E,ON,6_23_11 10-27-07 PM
4153509E,4153509E,ON,6_23_11 10-27-07 PM
2149211E,2149211E,ON,6_23_11 10-27-07 PM
2119924E,2119924E,ON,6_23_11 10-27-07 PM
2149217E,2149217E,ON,6_23_11 10-27-07 PM
4170242E,4170242E,ON,6_23_11 10-27-07 PM
2149069E,2149069E,ON,6_23_11 10-27-07 PM
